|6.6.6
mars1_2.tab                                                                                         
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           3
P(bar)         T(K)           rho,kg/m3     
  154621.        2017.16        3816.97     
  154631.        2017.17        3817.02     
  154641.        2017.18        3817.06     
  154651.        2017.19        3817.10     
  154661.        2017.20        3817.14     
  154671.        2017.21        3817.19     
  154681.        2017.21        3817.23     
  154691.        2017.22        3817.27     
  154701.        2017.23        3817.31     
  154711.        2017.24        3817.36     
  154721.        2017.25        3817.40     
  154731.        2017.26        3817.44     
  154741.        2017.27        3817.48     
  154751.        2017.28        3817.53     
  154761.        2017.29        3817.57     
  154771.        2017.30        3817.61     
  154781.        2017.31        3817.65     
  154791.        2017.32        3817.70     
  154801.        2017.33        3817.74     
  154811.        2017.34        3817.78     
  154821.        2017.35        3817.82     
  154831.        2017.36        3817.86     
  154841.        2017.37        3817.91     
  154851.        2017.38        3817.95     
  154861.        2017.39        3817.99     
  154871.        2017.40        3818.03     
  154881.        2017.40        3818.08     
  154891.        2017.41        3818.12     
  154901.        2017.42        3818.16     
  154911.        2017.43        3818.20     
  154921.        2017.44        3818.25     
  154931.        2017.45        3818.29     
  154941.        2017.46        3818.33     
  154951.        2017.47        3818.37     
  154961.        2017.48        3818.42     
  154971.        2017.49        3818.46     
  154981.        2017.50        3818.50     
  154991.        2017.51        3818.54     
  155001.        2017.52        3818.59     
  155011.        2017.53        3818.63     
  155021.        2017.54        3818.67     
  155031.        2017.55        3818.71     
  155041.        2017.55        3818.76     
  155051.        2017.56        3818.80     
  155061.        2017.57        3818.84     
  155071.        2017.58        3818.88     
  155081.        2017.59        3818.92     
  155091.        2017.60        3818.97     
  155101.        2017.61        3819.01     
  155111.        2017.62        3819.05     
  155121.        2017.63        3819.09     
  155131.        2017.64        3819.14     
  155141.        2017.65        3819.18     
  155151.        2017.66        3819.22     
  155161.        2017.67        3819.26     
  155171.        2017.68        3819.31     
  155181.        2017.68        3819.35     
  155191.        2017.69        3819.39     
  155201.        2017.70        3819.43     
  155211.        2017.71        3819.48     
  155221.        2017.72        3819.52     
  155231.        2017.73        3819.56     
  155241.        2017.74        3819.60     
  155251.        2017.75        3819.65     
  155261.        2017.76        3819.69     
  155271.        2017.77        3819.73     
  155281.        2017.78        3819.77     
  155291.        2017.79        3819.82     
  155301.        2017.80        3819.86     
  155311.        2017.80        3819.90     
  155321.        2017.81        3819.94     
  155331.        2017.82        3819.99     
  155341.        2017.83        3820.03     
  155351.        2017.84        3820.05     
  155361.        2017.85        3820.09     
  155371.        2017.86        3820.13     
  155381.        2017.87        3820.17     
  155391.        2017.88        3820.21     
  155401.        2017.89        3820.25     
  155411.        2017.90        3820.29     
  155421.        2017.91        3820.33     
  155431.        2017.91        3820.38     
  155441.        2017.92        3820.42     
  155451.        2017.93        3820.46     
  155461.        2017.94        3820.50     
  155471.        2017.95        3820.54     
  155481.        2017.96        3820.58     
  155491.        2017.97        3820.62     
  155501.        2017.98        3820.66     
  155511.        2017.99        3820.71     
  155521.        2018.00        3820.75     
  155531.        2018.01        3820.79     
  155541.        2018.01        3820.83     
  155551.        2018.02        3820.87     
  155561.        2018.03        3820.91     
  155571.        2018.04        3820.95     
  155581.        2018.05        3820.99     
  155591.        2018.06        3821.04     
  155601.        2018.07        3821.08     
  155611.        2018.08        3821.12     
  155621.        2018.09        3821.16     
  155631.        2018.10        3821.20     
  155641.        2018.11        3821.24     
  155651.        2018.11        3821.28     
  155661.        2018.12        3821.32     
  155671.        2018.13        3821.36     
  155681.        2018.14        3821.41     
  155691.        2018.15        3821.45     
  155701.        2018.16        3821.49     
  155711.        2018.17        3821.53     
  155721.        2018.18        3821.57     
  155731.        2018.19        3821.61     
  155741.        2018.20        3821.65     
  155751.        2018.20        3821.69     
  155761.        2018.21        3821.74     
  155771.        2018.22        3821.78     
  155781.        2018.23        3821.82     
  155791.        2018.24        3821.86     
  155801.        2018.25        3821.90     
  155811.        2018.26        3821.94     
  155821.        2018.27        3821.98     
  155831.        2018.28        3822.02     
  155841.        2018.28        3822.07     
  155851.        2018.29        3822.11     
  155861.        2018.30        3822.15     
  155871.        2018.31        3822.19     
  155881.        2018.32        3822.23     
  155891.        2018.33        3822.27     
  155901.        2018.34        3822.31     
  155911.        2018.35        3822.45     
  155921.        2018.36        3822.49     
