|6.6.6
mars_ma79_ath_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  47101.0        1653.83        3523.64        7.99628        4.36153     
  47201.0        1654.31        3523.89        7.99697        4.36168     
  47301.0        1654.80        3524.13        7.99765        4.36184     
  47401.0        1655.27        3524.37        7.99834        4.36199     
  47501.0        1655.75        3524.61        7.99903        4.36215     
  47601.0        1656.22        3524.86        7.99972        4.36230     
  47701.0        1656.69        3525.58        8.00233        4.36341     
  47801.0        1657.16        3525.82        8.00301        4.36356     
  47901.0        1657.62        3526.06        8.00368        4.36371     
  48001.0        1658.09        3526.30        8.00436        4.36386     
  48101.0        1658.54        3526.54        8.00504        4.36401     
  48201.0        1659.00        3526.78        8.00572        4.36416     
  48301.0        1659.45        3527.02        8.00641        4.36432     
  48401.0        1659.90        3527.27        8.00709        4.36447     
  48501.0        1660.35        3527.81        8.00897        4.36524     
  48601.0        1660.80        3528.05        8.00965        4.36539     
  48701.0        1661.24        3528.29        8.01032        4.36554     
  48801.0        1661.68        3528.53        8.01100        4.36570     
  48901.0        1662.11        3528.33        8.01008        4.36508     
  49001.0        1662.55        3528.58        8.01080        4.36525     
  49101.0        1662.98        3528.83        8.01152        4.36542     
  49201.0        1663.41        3529.08        8.01224        4.36560     
  49301.0        1663.83        3529.36        8.01310        4.36585     
  49401.0        1664.26        3529.62        8.01385        4.36604     
  49501.0        1664.68        3529.87        8.01460        4.36623     
