|6.6.6
mars_ma79_atl_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  46901.0        1312.96        3562.30        8.16893        4.48479     
  47001.0        1314.25        3562.43        8.16914        4.48462     
  47101.0        1315.54        3562.57        8.16935        4.48444     
  47201.0        1316.83        3562.70        8.16956        4.48427     
  47301.0        1318.12        3562.83        8.16977        4.48410     
  47401.0        1319.41        3562.97        8.16998        4.48393     
  47501.0        1320.69        3563.10        8.17020        4.48376     
  47601.0        1321.96        3563.24        8.17041        4.48359     
  47701.0        1323.24        3563.52        8.17115        4.48358     
  47801.0        1324.51        3563.65        8.17136        4.48341     
  47901.0        1325.78        3563.78        8.17157        4.48324     
  48001.0        1327.05        3563.91        8.17180        4.48313     
  48101.0        1328.31        3564.05        8.17202        4.48297     
  48201.0        1329.57        3563.87        8.17108        4.48243     
  48301.0        1330.83        3564.01        8.17132        4.48227     
  48401.0        1332.08        3564.14        8.17155        4.48212     
  48501.0        1333.33        3564.28        8.17179        4.48196     
  48601.0        1334.58        3564.42        8.17202        4.48181     
  48701.0        1335.83        3564.96        8.17369        4.48207     
  48801.0        1337.07        3565.10        8.17392        4.48192     
  48901.0        1338.31        3565.23        8.17414        4.48176     
  49001.0        1339.55        3565.37        8.17437        4.48161     
  49101.0        1340.78        3565.51        8.17459        4.48145     
  49201.0        1342.01        3565.64        8.17482        4.48130     
  49301.0        1343.24        3565.78        8.17505        4.48115     
  49401.0        1344.47        3565.92        8.17528        4.48100     
  49501.0        1345.69        3566.05        8.17552        4.48085     
  49601.0        1346.91        3566.19        8.17575        4.48070     
  49701.0        1348.13        3566.18        8.17548        4.48033     
  49801.0        1349.34        3566.32        8.17573        4.48018     
  49901.0        1350.55        3566.46        8.17600        4.48005     
  50001.0        1351.76        3566.61        8.17626        4.47991     
  50101.0        1352.96        3566.75        8.17651        4.47978     
